dialog_speaker_list,dialog_text_list,h,entailment,idx
"[""A""]","[""Over the last few years, we have issued numerous reports with practical recommendations on the steps individual agencies can take to address their specific human capital challenges.""]",Numerous reports have been issued over the last few years. ,TRUE,305208
"[""A""]","[""She's never talked much.""]",She was always very quiet.,TRUE,21390
"[""A""]","[""oh oh taking drug testing""]","Oh, banning the drug tests.",FALSE,53555
"[""A""]","[""There might have been? ""]",There may have been?,TRUE,287067
"[""A""]","[""BeauSeigneur says most premills figure the Antichrist will be a Jew--but not all.""]",Not everyone believes that the Antichrist will be a Jew. ,TRUE,120645
"[""A""]","[""The new guy was named Mr. Nowak and was sitting next to Miss Aldonka.""]",Miss Aldonka was across the room from the new guy.,FALSE,204578
"[""A""]","[""(iii) The regulations under clause (i) may include limitations on the use of alternativecompliance methods by units equipped with an alternative monitoring system as may be necessary to preserve the orderly functioning of the allowance system, and which will ensure the emissions reductions contemplated by this title.""]",Regulations have been drafted to reduce emissions.,TRUE,140897
"[""A""]","[""Although policymakers appear to have generally agreed to save Social Security surpluses, there is considerable debate over whether and how to use the rest of the projected surpluses.""]",it is seen that policymakers want to save Social Security surpluses.,TRUE,363373
"[""A""]","[""But I was a little special.""]",But I was just another person.,FALSE,240171
"[""A""]","[""yeah because like what""]",Yes because what?,TRUE,279958
"[""A""]","[""This was known already, though the Post doesn't say so.""]","The post doesn't say so, but this was already known.",TRUE,156904
"[""A""]","[""These percentages of demand are expected to be experienced prior to 2010, but with growth in the boilermaker numbers out to 2010, the percent of boilermakers affected drops off.""]",Demand increases after 2010,FALSE,309078
"[""A""]","[""Gore : Look, we could call this the Meet The Press agreement.""]",Gore said we could call this the Meet The Press agreement.,TRUE,312811
"[""A""]","[""right right well i bet you i bet i mean if it's in good condition and stuff you could probably get a pretty good blue book price""]","If it's in good condition, I bet you'll get a low price for it.",FALSE,49901
"[""A""]","[""Reportedly the biggest payment made in such a case, it is hardly a nick in Texaco's annual revenue of more than $30 billion.""]",Texaco had annual revenue of more than 30 billion dollars.,TRUE,232321
"[""A""]","[""um-hum and your cousin's a kid""]",You cousin is the epitome of adulthood.,FALSE,302991
"[""A""]","[""he oh he liked right if it tasted good yeah  uh""]",He hated it if it tasted good.,FALSE,106606
"[""A""]","[""I want to ride light today.""""]",I don't care if I don't ride light today.,FALSE,357356
"[""A""]","[""Broaddrick's story is believable because of its wretched familiarity, wrote columnist Michael Kelly, citing Clinton's piggish behavior with Lewinsky as evidence that he could be a brute.""]",The way Clinton behaved with Lewinsky was cited as evidence of his brutishness.,TRUE,46058
"[""A""]","[""This Statement establishes reporting requirements based on the categories defined ""]",The statement says nothing about reports.,FALSE,6782
"[""A""]","[""This is another game in which lessons and lots of spare money are recommended.""]",The  game has lessons available.,TRUE,11452
"[""A""]","[""As he began walking with the girl toward a huge tent that should have belonged to a circus, he could see other discrepancies.""]",There was no tent they could see.,FALSE,150660
"[""A""]","[""Why, it even runs pages entitled Solutions.""]",There are pages that are called 'Solutions'.,TRUE,347325
"[""A""]","[""It cannot be long now before the tissue of half-truths and leaks is stripped away and something resembling the truth is told, it said, accusing the president of a pattern of slipperiness.""]",The president has been accused of lying more than once.,TRUE,84802
"[""A""]","[""Happened once before, without this mess-up of the signs.""]","Without this mess-up of the signs, happened once before.",TRUE,303512
"[""A""]","[""are trying to make the country better""]",It's trying to make the country better. ,TRUE,298948
"[""A""]","[""As had happened at the fall of the Roman Empire, the Christian Church provided the essential element of national unity.""]","Even with many problems, the Christian Church managed to keep everything under control.",TRUE,104954
"[""A""]","[""Tell me, is there nothing familiar about the hand-writing of it?""""]",Is this handwriting indistinguishable?,FALSE,220681
"[""A""]","[""and so she's going to get some money for that and take some money from the bank and then try to make as much down payment as possible to keep the monthly payment low""]",hopefully this will mean the monthly payments will be as high as possible,FALSE,211687
"[""A""]","[""That is how indigent criminal defenders get paid.""]",Indigent criminal defenders make their money that way.,TRUE,366708
"[""A""]","[""What would their next step be? Invasion?""""]","Why are they next, to not invade?",FALSE,78219
"[""A""]","[""This creole, a mixture of English, African, and Spanish words and phrases, is still evolving and often indecipherable to the outsider.""]",There is a mix of cultures present.,TRUE,171428
"[""A""]","[""i mean it's a it's a scary world out there anymore where your afraid to go out i know in in the Dallas metroplex area i don't go out hardly if i don't have to at night by myself""]","In the metropolitan area of Dallas, I don't go out alone very much in the evening.",TRUE,278303
"[""A""]","[""Now that's somethin'.""]",That is not nothing.,TRUE,352191
"[""A""]","[""apparently i i don't know if it was just the strong winds or some small tornadoes up this way too""]",The wind was not strong.,FALSE,49001
"[""A""]","[""'My job is to organise.'""]",What I do for my job is organize.,TRUE,141524
"[""A""]","[""'Nothing, for now.""]",There is nothing to do now.,TRUE,155872
"[""A""]","[""um-hum maybe she likes the smell of it""]",She might like the smell.,TRUE,13841
"[""A""]","[""Tax wealth more, labor less.""]",They advocate for less labor but more taxes on wealth.,TRUE,286267
"[""A""]","[""While current films are still shown here, the real attraction is the exterior courtyard, where autographs, hand-prints, and foot-prints in cement commemorate Hollywood's greatest celebrities.""]",There are hand-prints commemorating celebrities in the exterior courtyard.,TRUE,379953
"[""A""]","[""The take-home lesson of this edition of Webhead is that all electronic devices are converging at a wicked rate.""]",This edition of Webhead teaches that food poisoning exists.,FALSE,143597
"[""A""]","[""yeah yeah yeah and he said that he has never gone anywhere before and he's fished all over the United States in which they can catch the biggest bass that you've ever seen so i would love to go over there they were talking about going over there and some time this spring and i was thinking it would be great to go over there to go fishing and uh and catch some bass""]",I want to go fishing.,TRUE,155179
